pedido_id,data_pedido,cliente_id,canal_venda,valor_total
4154,2025-11-27,280,social,332.45
4155,2025-11-27,442,social,365.07
4156,2025-11-27,455,pago,132.85
4157,2025-11-27,389,pago,372.62
4158,2025-11-27,264,organico,31.04
4159,2025-11-27,239,social,172.26
4160,2025-11-27,272,social,478.4
4161,2025-11-27,324,organico,403.95
4162,2025-11-27,471,social,224.44
4163,2025-11-27,204,pago,530.62
4164,2025-11-27,147,pago,572.95
4165,2025-11-27,441,email,117.19
4166,2025-11-27,154,email,573.42
4167,2025-11-27,153,pago,100.19
4168,2025-11-27,249,pago,108.13
4169,2025-11-27,226,organico,402.09
4170,2025-11-27,372,social,473.39
4171,2025-11-27,259,email,328.27
4172,2025-11-27,397,organico,497.09
4173,2025-11-27,381,social,222.36
4174,2025-11-27,422,organico,558.16
4175,2025-11-27,106,pago,576.79
4176,2025-11-27,108,social,431.35
4177,2025-11-27,161,email,452.84
4178,2025-11-27,486,organico,261.86
4179,2025-11-27,336,social,67.67
4180,2025-11-27,303,email,566.49
4181,2025-11-27,372,social,105.17
4182,2025-11-27,116,email,253.0
4183,2025-11-27,185,social,329.81
4184,2025-11-27,155,social,347.63
4185,2025-11-27,280,pago,90.04
4186,2025-11-27,384,email,266.84
4187,2025-11-27,235,pago,347.74
4188,2025-11-27,200,email,456.25
4189,2025-11-27,315,email,218.31
4190,2025-11-27,265,pago,216.65
4191,2025-11-27,157,email,286.98
4192,2025-11-27,255,email,530.01
4193,2025-11-27,101,social,455.84
4194,2025-11-27,193,pago,255.92
4195,2025-11-27,313,pago,576.7
4196,2025-11-27,329,organico,102.17
4197,2025-11-27,333,email,325.54
4198,2025-11-27,142,organico,113.45
4199,2025-11-27,426,social,494.06
4200,2025-11-27,200,organico,437.4
4201,2025-11-27,163,pago,55.66
4202,2025-11-27,296,organico,100.8
4203,2025-11-27,400,email,431.4
4204,2025-11-27,193,pago,584.45
4205,2025-11-27,421,organico,170.98
4206,2025-11-27,299,organico,257.49
4207,2025-11-27,333,email,187.26
4208,2025-11-27,344,social,222.13
4209,2025-11-27,145,pago,58.17
4210,2025-11-27,420,organico,409.38
4211,2025-11-27,344,email,52.32
4212,2025-11-27,454,email,516.69
4213,2025-11-27,395,email,464.13
4214,2025-11-27,445,organico,89.85
4215,2025-11-27,262,organico,155.25
4216,2025-11-27,398,pago,110.55
4217,2025-11-27,189,organico,163.87
4218,2025-11-27,457,social,435.21
4219,2025-11-27,319,pago,141.25
4220,2025-11-27,474,email,304.42
4221,2025-11-27,260,organico,339.77
4222,2025-11-27,270,pago,171.77
4223,2025-11-27,436,social,111.81
4224,2025-11-27,260,pago,149.77
4225,2025-11-27,469,email,177.86
4226,2025-11-27,218,pago,478.92
4227,2025-11-27,183,organico,597.66
4228,2025-11-27,372,pago,381.59
4229,2025-11-27,107,email,452.37
4230,2025-11-27,128,email,584.63
4231,2025-11-27,468,social,115.18
4232,2025-11-27,132,social,493.9
4233,2025-11-27,324,pago,209.65
4234,2025-11-27,486,email,362.96
4235,2025-11-27,247,email,345.99
4236,2025-11-27,300,organico,433.88
4237,2025-11-27,135,pago,133.56
4238,2025-11-27,237,social,387.02
4239,2025-11-27,140,organico,533.76
4240,2025-11-27,330,organico,161.05
4241,2025-11-27,466,pago,389.25
4242,2025-11-27,390,pago,399.07
4243,2025-11-27,473,organico,142.72
4244,2025-11-27,246,organico,219.57
4245,2025-11-27,381,pago,108.72
4246,2025-11-27,341,pago,94.23
4247,2025-11-27,373,email,597.24
4248,2025-11-27,248,pago,232.42
4249,2025-11-27,427,pago,425.13
4250,2025-11-27,268,social,561.51
4251,2025-11-27,452,organico,433.27
4252,2025-11-27,137,social,239.53
4253,2025-11-27,421,email,539.81
4254,2025-11-27,219,pago,271.11
4255,2025-11-27,192,pago,593.88
4256,2025-11-27,239,organico,208.82
4257,2025-11-27,491,email,45.58
4258,2025-11-27,310,email,519.4
4259,2025-11-27,480,email,129.03
4260,2025-11-27,215,organico,437.11
4261,2025-11-27,156,social,555.08
4262,2025-11-27,409,organico,380.19
4263,2025-11-27,378,email,484.25
4264,2025-11-27,334,email,551.07
4265,2025-11-27,448,social,261.45
4266,2025-11-27,359,social,412.08
4267,2025-11-27,384,pago,131.91
4268,2025-11-27,338,organico,402.33
4269,2025-11-27,335,organico,346.49
4270,2025-11-27,283,email,355.29
4271,2025-11-27,427,email,435.77
4272,2025-11-27,202,pago,461.91
4273,2025-11-27,169,social,595.24
4274,2025-11-27,407,social,443.62
4275,2025-11-27,233,pago,345.49
4276,2025-11-27,123,organico,39.16
4277,2025-11-27,307,email,415.2
4278,2025-11-27,371,organico,470.77
4279,2025-11-27,270,email,222.07
4280,2025-11-27,457,pago,359.25
4281,2025-11-27,476,pago,242.31
4282,2025-11-27,353,social,224.08
4283,2025-11-27,441,organico,559.6
4284,2025-11-27,208,email,498.69
4285,2025-11-27,281,pago,130.29
4286,2025-11-27,145,organico,281.9
4287,2025-11-27,304,email,499.82
4288,2025-11-27,430,organico,427.99
4289,2025-11-27,425,pago,30.91
4290,2025-11-27,316,social,595.74
4291,2025-11-27,215,email,513.54
4292,2025-11-27,424,email,83.32
4293,2025-11-27,190,email,187.09
4294,2025-11-27,162,organico,468.66
4295,2025-11-27,469,email,46.34
4296,2025-11-27,480,pago,377.33
4297,2025-11-27,441,pago,165.1
4298,2025-11-27,188,email,306.85
4299,2025-11-27,261,organico,559.96
4300,2025-11-27,415,social,529.22
4301,2025-11-27,411,email,208.57
4302,2025-11-27,390,email,386.61
4303,2025-11-27,407,pago,301.06
4304,2025-11-27,176,social,161.35
4305,2025-11-27,393,organico,269.99
4306,2025-11-27,103,social,241.71
4307,2025-11-27,165,pago,43.84
4308,2025-11-27,232,email,227.21
4309,2025-11-27,143,social,126.99
4310,2025-11-27,317,social,444.45
4311,2025-11-27,134,pago,391.48
4312,2025-11-27,463,email,558.44
4313,2025-11-27,402,pago,321.15
4314,2025-11-27,429,organico,490.04
4315,2025-11-27,408,organico,184.61
4316,2025-11-27,149,pago,268.7
4317,2025-11-27,256,email,200.75
4318,2025-11-27,118,email,228.87
4319,2025-11-27,452,organico,124.44
4320,2025-11-27,466,social,228.33
4321,2025-11-27,470,social,115.19
4322,2025-11-27,281,social,524.76
4323,2025-11-27,462,organico,563.32
4324,2025-11-27,436,email,321.11
4325,2025-11-27,286,pago,201.85
4326,2025-11-27,388,social,468.19
4327,2025-11-27,296,email,50.9
4328,2025-11-27,399,pago,454.77
4329,2025-11-27,111,social,469.08
4330,2025-11-27,206,pago,241.64
4331,2025-11-27,261,social,586.53
4332,2025-11-27,351,social,374.55
4333,2025-11-27,303,organico,469.56
4334,2025-11-27,214,email,286.02
4335,2025-11-27,222,email,131.2
4336,2025-11-27,302,social,495.01
4337,2025-11-27,404,social,191.84
4338,2025-11-27,197,pago,285.42
4339,2025-11-27,334,social,332.14
4340,2025-11-27,418,social,212.01
4341,2025-11-27,416,email,467.4
4342,2025-11-27,200,social,193.89
4343,2025-11-27,411,organico,503.03
4344,2025-11-27,281,email,587.04
4345,2025-11-27,400,social,368.2
4346,2025-11-27,392,social,236.67
4347,2025-11-27,324,pago,354.17
4348,2025-11-27,326,social,88.35
4349,2025-11-27,433,pago,591.57
4350,2025-11-27,275,email,358.13
4351,2025-11-27,499,pago,153.96
4352,2025-11-27,213,email,498.16
4353,2025-11-27,141,email,536.06
4354,2025-11-27,136,social,363.36
4355,2025-11-27,112,organico,161.59
4356,2025-11-27,225,pago,576.29
4357,2025-11-27,401,social,184.79
4358,2025-11-27,230,pago,60.22
4359,2025-11-27,451,organico,287.67
4360,2025-11-27,495,pago,155.02
4361,2025-11-27,256,social,239.69
4362,2025-11-27,103,social,308.15
4363,2025-11-27,477,organico,355.94
4364,2025-11-27,422,email,146.5
4365,2025-11-27,488,organico,548.55
4366,2025-11-27,326,pago,445.89
4367,2025-11-27,334,email,418.08
4368,2025-11-27,317,organico,112.35
4369,2025-11-27,327,organico,520.5
4370,2025-11-27,329,organico,147.13
4371,2025-11-27,230,email,251.37
4372,2025-11-27,251,social,252.72
4373,2025-11-27,156,organico,473.6
4374,2025-11-27,122,email,219.94
4375,2025-11-27,414,email,349.09
4376,2025-11-27,439,pago,342.82
4377,2025-11-27,386,organico,82.81
4378,2025-11-27,101,email,359.15
4379,2025-11-27,336,organico,295.11
4380,2025-11-27,116,pago,401.88
4381,2025-11-27,352,pago,190.86
4382,2025-11-27,148,email,436.79
4383,2025-11-27,269,pago,264.34
4384,2025-11-27,460,organico,54.63
4385,2025-11-27,493,organico,264.42
4386,2025-11-27,302,social,538.57
4387,2025-11-27,103,email,137.03
4388,2025-11-27,480,email,294.05
4389,2025-11-27,251,email,210.71
4390,2025-11-27,206,pago,523.48
4391,2025-11-27,216,email,114.96
4392,2025-11-27,177,email,83.34
4393,2025-11-27,274,email,154.02
4394,2025-11-27,210,pago,264.14
4395,2025-11-27,118,organico,134.37
4396,2025-11-27,322,organico,101.73
4397,2025-11-27,198,organico,232.82
4398,2025-11-27,441,email,522.88
4399,2025-11-27,443,organico,386.6
4400,2025-11-27,474,social,352.33
4401,2025-11-27,442,social,55.98
4402,2025-11-27,256,pago,322.35
4403,2025-11-27,320,pago,375.19
4404,2025-11-27,262,pago,534.07
4405,2025-11-27,387,pago,71.96
4406,2025-11-27,463,email,429.48
4407,2025-11-27,268,organico,573.03
4408,2025-11-27,295,organico,538.03
4409,2025-11-27,248,email,572.51
4410,2025-11-27,255,social,320.47
4411,2025-11-27,431,social,452.59
4412,2025-11-27,298,pago,597.23
4413,2025-11-27,352,pago,373.66
4414,2025-11-27,267,email,487.97
4415,2025-11-27,130,organico,528.72
4416,2025-11-27,283,email,532.6
4417,2025-11-27,167,email,263.63
4418,2025-11-27,306,social,242.3
4419,2025-11-27,122,pago,313.52
4420,2025-11-27,183,social,332.52
4421,2025-11-27,388,pago,104.29
4422,2025-11-27,220,email,112.69
4423,2025-11-27,250,email,414.05
4424,2025-11-27,264,pago,181.32
4425,2025-11-27,227,email,221.22
4426,2025-11-27,117,social,68.62
4427,2025-11-27,482,organico,84.08
4428,2025-11-27,328,email,599.74
4429,2025-11-27,336,email,141.84
4430,2025-11-27,201,organico,424.27
4431,2025-11-27,324,organico,187.33
4432,2025-11-27,301,pago,420.82
4433,2025-11-27,225,social,281.47
4434,2025-11-27,386,pago,486.51
4435,2025-11-27,326,pago,271.12
4436,2025-11-27,324,social,387.77
4437,2025-11-27,141,email,240.57
4438,2025-11-27,108,email,375.3
4439,2025-11-27,140,social,478.41
4440,2025-11-27,329,social,244.08
4441,2025-11-27,483,organico,277.55
4442,2025-11-27,247,organico,77.76
4443,2025-11-27,400,organico,38.25
4444,2025-11-27,308,organico,245.59
4445,2025-11-27,197,organico,553.74
4446,2025-11-27,283,pago,355.32
4447,2025-11-27,285,social,51.36
4448,2025-11-27,481,pago,279.05
4449,2025-11-27,375,social,286.58
4450,2025-11-27,339,organico,580.42
4451,2025-11-27,211,organico,263.16
4452,2025-11-27,105,pago,411.26
4453,2025-11-27,444,social,166.84
4454,2025-11-27,221,organico,483.61
4455,2025-11-27,476,pago,48.47
4456,2025-11-27,490,pago,220.94
4457,2025-11-27,483,organico,501.91
4458,2025-11-27,388,pago,555.15
4459,2025-11-27,174,social,199.04
4460,2025-11-27,325,email,165.24
4461,2025-11-27,322,organico,545.95
4462,2025-11-27,289,pago,63.23
4463,2025-11-27,225,organico,272.3
4464,2025-11-27,247,email,523.05
4465,2025-11-27,291,email,34.52
4466,2025-11-27,190,social,198.16
4467,2025-11-27,414,organico,356.79
4468,2025-11-27,104,email,517.44
4469,2025-11-27,448,pago,534.98
4470,2025-11-27,160,email,551.68
4471,2025-11-27,146,email,430.67
4472,2025-11-27,121,pago,70.76
4473,2025-11-27,486,pago,374.54
4474,2025-11-27,162,pago,270.13
4475,2025-11-27,447,organico,577.1
4476,2025-11-27,129,social,144.76
4477,2025-11-27,337,social,277.27
4478,2025-11-27,345,organico,272.06
4479,2025-11-27,172,email,120.45
4480,2025-11-27,125,email,484.83
4481,2025-11-27,189,organico,506.75
4482,2025-11-27,408,pago,521.71
4483,2025-11-27,207,social,100.05
4484,2025-11-27,112,social,597.6
4485,2025-11-27,185,organico,438.4
4486,2025-11-27,277,pago,445.99
4487,2025-11-27,209,email,462.87
4488,2025-11-27,129,social,589.6
4489,2025-11-27,302,organico,65.77
4490,2025-11-27,327,email,491.23
4491,2025-11-27,150,email,294.95
4492,2025-11-27,294,organico,308.99
4493,2025-11-27,163,social,225.91
4494,2025-11-27,425,social,413.94
4495,2025-11-27,301,email,471.38
4496,2025-11-27,309,social,241.51
4497,2025-11-27,114,organico,447.15
4498,2025-11-27,118,organico,591.54
4499,2025-11-27,220,social,140.35
4500,2025-11-27,316,social,218.93
4501,2025-11-27,315,social,356.58
4502,2025-11-27,330,social,460.07
4503,2025-11-27,330,pago,208.82
4504,2025-11-27,392,social,526.79
4505,2025-11-27,111,pago,133.07
4506,2025-11-27,497,organico,590.55
4507,2025-11-27,398,email,94.46
4508,2025-11-27,124,organico,296.27
4509,2025-11-27,401,organico,331.29
4510,2025-11-27,296,email,473.42
4511,2025-11-27,143,social,343.57
4512,2025-11-27,117,social,246.31
4513,2025-11-27,351,organico,356.46
4514,2025-11-27,303,pago,439.55
4515,2025-11-27,381,pago,32.17
4516,2025-11-27,202,email,456.44
4517,2025-11-27,294,social,556.75
4518,2025-11-27,496,pago,267.32
4519,2025-11-27,471,social,500.7
4520,2025-11-27,391,email,95.31
4521,2025-11-27,407,email,105.95
4522,2025-11-27,146,email,422.86
4523,2025-11-27,480,email,411.0
4524,2025-11-27,170,pago,376.0
4525,2025-11-27,491,email,299.98
4526,2025-11-27,234,pago,41.25
4527,2025-11-27,389,organico,587.94
4528,2025-11-27,251,pago,467.43
4529,2025-11-27,433,email,519.59
4530,2025-11-27,120,email,460.46
4531,2025-11-27,429,email,370.14
4532,2025-11-27,405,pago,373.1
4533,2025-11-27,353,social,490.74
4534,2025-11-27,408,organico,44.62
4535,2025-11-27,362,organico,459.59
4536,2025-11-27,314,pago,465.03
4537,2025-11-27,179,pago,556.35
4538,2025-11-27,412,organico,322.8
4539,2025-11-27,185,email,598.19
4540,2025-11-27,212,social,427.45
4541,2025-11-27,467,pago,574.64
4542,2025-11-27,323,pago,155.54
4543,2025-11-27,151,organico,305.68
4544,2025-11-27,267,social,131.69
4545,2025-11-27,215,social,310.44
4546,2025-11-27,271,email,130.16
4547,2025-11-27,243,email,476.99
4548,2025-11-27,425,social,430.45
4549,2025-11-27,113,pago,170.45
4550,2025-11-27,452,email,476.38
4551,2025-11-27,334,organico,125.74
4552,2025-11-27,330,organico,438.97
4553,2025-11-27,300,email,525.99
4554,2025-11-27,442,email,146.8
4555,2025-11-27,359,organico,205.77
4556,2025-11-27,121,pago,376.77
4557,2025-11-27,248,pago,181.08
4558,2025-11-27,105,email,107.6
4559,2025-11-27,292,pago,433.8
4560,2025-11-27,243,social,280.1
4561,2025-11-27,171,pago,50.11
4562,2025-11-27,476,pago,174.63
4563,2025-11-27,148,social,387.03
4564,2025-11-27,256,organico,446.2
4565,2025-11-27,376,organico,63.62
4566,2025-11-27,146,organico,346.02
4567,2025-11-27,117,organico,302.65
4568,2025-11-27,296,pago,279.75
4569,2025-11-27,121,email,64.46
4570,2025-11-27,311,email,559.92
4571,2025-11-27,163,organico,362.32
4572,2025-11-27,215,social,495.94
4573,2025-11-27,384,organico,54.94
4574,2025-11-27,374,pago,312.21
4575,2025-11-27,345,social,125.91
4576,2025-11-27,358,organico,153.81
4577,2025-11-27,354,social,255.21
4578,2025-11-27,382,organico,517.71
4579,2025-11-27,113,organico,519.79
4580,2025-11-27,277,email,232.62
4581,2025-11-27,477,social,130.78
4582,2025-11-27,363,email,452.36
4583,2025-11-27,166,social,246.07
4584,2025-11-27,452,email,597.49
4585,2025-11-27,306,pago,263.51
4586,2025-11-27,164,social,252.92
4587,2025-11-27,133,organico,129.06
4588,2025-11-27,295,organico,154.62
4589,2025-11-27,156,pago,158.21
4590,2025-11-27,434,email,354.94
4591,2025-11-27,366,organico,597.76
4592,2025-11-27,312,social,268.53
4593,2025-11-27,358,organico,215.43
4594,2025-11-27,242,organico,562.31
4595,2025-11-27,216,pago,246.28
4596,2025-11-27,389,social,543.51
4597,2025-11-27,419,social,249.89
4598,2025-11-27,121,social,32.89
4599,2025-11-27,332,organico,359.21
4600,2025-11-27,353,social,123.96
4601,2025-11-27,247,pago,370.51
4602,2025-11-27,476,social,364.82
4603,2025-11-27,367,email,248.68
4604,2025-11-27,238,social,297.73
4605,2025-11-27,127,email,484.09
4606,2025-11-27,237,email,554.26
4607,2025-11-27,354,pago,300.37
4608,2025-11-27,441,social,578.51
4609,2025-11-27,254,social,42.87
4610,2025-11-27,131,organico,205.24
4611,2025-11-27,160,email,199.43
4612,2025-11-27,434,pago,469.31
4613,2025-11-27,435,pago,223.83
4614,2025-11-27,417,pago,463.21
4615,2025-11-27,115,organico,438.92
4616,2025-11-27,133,organico,345.54
4617,2025-11-27,272,social,164.31
4618,2025-11-27,120,social,196.59
4619,2025-11-27,313,email,66.55
4620,2025-11-27,219,email,590.4
4621,2025-11-27,219,social,515.09
4622,2025-11-27,436,organico,262.42
4623,2025-11-27,410,email,136.91
4624,2025-11-27,267,pago,49.04
4625,2025-11-27,152,pago,476.84
4626,2025-11-27,245,organico,490.34
4627,2025-11-27,361,social,310.85
4628,2025-11-27,351,pago,468.49
4629,2025-11-27,248,social,70.12
4630,2025-11-27,358,social,408.3
4631,2025-11-27,278,pago,46.62
4632,2025-11-27,230,social,596.31
4633,2025-11-27,194,social,127.45
4634,2025-11-27,395,organico,452.15
4635,2025-11-27,278,email,244.91
4636,2025-11-27,385,social,130.02
4637,2025-11-27,272,organico,275.45
4638,2025-11-27,425,pago,598.9
4639,2025-11-27,222,email,583.65
4640,2025-11-27,407,organico,39.61
4641,2025-11-27,356,pago,434.05
4642,2025-11-27,458,email,301.64
4643,2025-11-27,435,social,131.76
4644,2025-11-27,228,email,469.61
4645,2025-11-27,449,email,67.14
4646,2025-11-27,396,organico,235.38
4647,2025-11-27,223,pago,131.64
4648,2025-11-27,158,email,513.92
4649,2025-11-27,207,social,594.4
4650,2025-11-27,339,email,185.09
4651,2025-11-27,294,organico,540.0
4652,2025-11-27,486,pago,276.76
4653,2025-11-27,168,organico,132.0
4654,2025-11-27,161,email,385.1
4655,2025-11-27,165,social,406.09
4656,2025-11-27,454,organico,266.12
4657,2025-11-27,311,email,440.16
4658,2025-11-27,413,email,112.36
4659,2025-11-27,264,email,532.51
4660,2025-11-27,420,pago,300.32
4661,2025-11-27,233,organico,81.16
4662,2025-11-27,234,social,327.1
4663,2025-11-27,333,social,323.98
4664,2025-11-27,172,social,507.02
4665,2025-11-27,201,pago,509.93
4666,2025-11-27,134,organico,563.34
4667,2025-11-27,223,social,276.03
4668,2025-11-27,486,social,52.99
4669,2025-11-27,218,organico,283.34
4670,2025-11-27,348,organico,88.68
4671,2025-11-27,138,pago,380.63
4672,2025-11-27,127,social,570.29
4673,2025-11-27,167,organico,217.29
4674,2025-11-27,267,social,194.19
4675,2025-11-27,126,social,225.84
4676,2025-11-27,252,organico,420.18
4677,2025-11-27,112,pago,577.19
4678,2025-11-27,446,organico,82.14
4679,2025-11-27,228,email,329.66
4680,2025-11-27,316,pago,234.5
4681,2025-11-27,408,social,567.87
4682,2025-11-27,339,email,92.62
4683,2025-11-27,349,social,308.13
4684,2025-11-27,161,social,457.54
4685,2025-11-27,398,organico,403.66
4686,2025-11-27,228,social,249.9
4687,2025-11-27,215,organico,48.42
4688,2025-11-27,421,social,30.37
4689,2025-11-27,244,email,87.77
4690,2025-11-27,195,pago,409.65
4691,2025-11-27,430,organico,398.1
4692,2025-11-27,138,organico,498.14
4693,2025-11-27,122,email,578.46
4694,2025-11-27,108,email,365.55
4695,2025-11-27,254,pago,312.19
4696,2025-11-27,319,email,315.71
4697,2025-11-27,154,pago,200.3
4698,2025-11-27,196,pago,327.79
4699,2025-11-27,467,organico,305.78
4700,2025-11-27,431,organico,260.63
4701,2025-11-27,341,social,460.68
4702,2025-11-27,473,email,161.45
4703,2025-11-27,350,social,591.61
4704,2025-11-27,304,social,578.26
4705,2025-11-27,410,email,459.9
4706,2025-11-27,341,organico,353.58
4707,2025-11-27,176,email,204.1
4708,2025-11-27,107,email,425.15
4709,2025-11-27,163,social,165.68
4710,2025-11-27,333,pago,382.91
4711,2025-11-27,452,pago,578.97
4712,2025-11-27,219,email,219.61
4713,2025-11-27,384,email,526.15
4714,2025-11-27,215,email,54.99
4715,2025-11-27,185,pago,38.27
4716,2025-11-27,113,email,331.89
4717,2025-11-27,329,pago,331.75
4718,2025-11-27,197,email,329.86
4719,2025-11-27,127,social,172.42
4720,2025-11-27,449,pago,384.18
4721,2025-11-27,377,email,575.77
4722,2025-11-27,124,social,551.21
4723,2025-11-27,113,pago,567.62
4724,2025-11-27,252,email,182.53
4725,2025-11-27,391,organico,65.49
4726,2025-11-27,436,pago,73.16
4727,2025-11-27,135,pago,478.81
4728,2025-11-27,465,pago,368.45
4729,2025-11-27,272,social,534.82
4730,2025-11-27,324,email,63.25
4731,2025-11-27,276,social,283.1
4732,2025-11-27,236,pago,59.18
4733,2025-11-27,156,email,51.66
4734,2025-11-27,243,pago,146.53
4735,2025-11-27,217,email,449.45
4736,2025-11-27,495,pago,489.66
4737,2025-11-27,113,social,336.08
4738,2025-11-27,208,organico,266.03
4739,2025-11-27,144,social,566.4
4740,2025-11-27,440,email,544.79
4741,2025-11-27,316,social,327.85
4742,2025-11-27,265,organico,313.57
4743,2025-11-27,120,social,400.74
4744,2025-11-27,294,social,155.91
4745,2025-11-27,202,pago,108.08
4746,2025-11-27,432,social,548.63
4747,2025-11-27,264,email,175.9
4748,2025-11-27,418,social,336.67
4749,2025-11-27,280,pago,79.67
4750,2025-11-27,292,email,32.61
4751,2025-11-27,447,pago,173.69
4752,2025-11-27,292,pago,242.02
4753,2025-11-27,355,pago,430.11
4754,2025-11-27,350,organico,341.3
