pedido_id,data_pedido,cliente_id,canal_venda,valor_total
4225,2025-11-26,449,email,459.37
4226,2025-11-26,120,social,240.25
4227,2025-11-26,179,organico,455.09
4228,2025-11-26,372,social,238.89
4229,2025-11-26,319,pago,161.15
4230,2025-11-26,148,pago,87.67
4231,2025-11-26,290,organico,339.32
4232,2025-11-26,105,email,54.29
4233,2025-11-26,330,social,316.42
4234,2025-11-26,399,pago,121.5
4235,2025-11-26,193,organico,388.91
4236,2025-11-26,306,social,473.6
4237,2025-11-26,479,email,254.47
4238,2025-11-26,404,email,86.83
4239,2025-11-26,188,organico,381.18
4240,2025-11-26,103,pago,465.11
4241,2025-11-26,202,organico,412.13
4242,2025-11-26,272,email,370.82
4243,2025-11-26,449,social,371.72
4244,2025-11-26,166,email,310.97
4245,2025-11-26,191,social,131.66
4246,2025-11-26,256,pago,298.86
4247,2025-11-26,362,organico,537.09
4248,2025-11-26,358,pago,493.45
4249,2025-11-26,421,social,574.49
4250,2025-11-26,408,pago,468.98
4251,2025-11-26,373,social,554.93
4252,2025-11-26,217,social,537.24
4253,2025-11-26,428,organico,210.45
4254,2025-11-26,266,social,492.85
4255,2025-11-26,284,pago,159.35
4256,2025-11-26,281,social,127.35
4257,2025-11-26,261,pago,134.32
4258,2025-11-26,267,social,405.99
4259,2025-11-26,175,organico,426.19
4260,2025-11-26,157,pago,355.1
4261,2025-11-26,106,pago,239.4
4262,2025-11-26,150,pago,435.54
4263,2025-11-26,255,social,491.0
4264,2025-11-26,396,social,399.52
4265,2025-11-26,398,pago,84.23
4266,2025-11-26,143,social,235.95
4267,2025-11-26,431,organico,366.75
4268,2025-11-26,238,email,401.19
4269,2025-11-26,159,social,125.46
4270,2025-11-26,182,email,217.89
4271,2025-11-26,231,social,35.98
4272,2025-11-26,341,pago,585.42
4273,2025-11-26,440,organico,529.24
4274,2025-11-26,239,pago,567.27
4275,2025-11-26,306,pago,498.76
4276,2025-11-26,142,social,266.69
4277,2025-11-26,412,social,223.93
4278,2025-11-26,190,social,471.31
4279,2025-11-26,482,organico,376.17
4280,2025-11-26,473,email,256.08
4281,2025-11-26,137,social,305.3
4282,2025-11-26,282,organico,230.17
4283,2025-11-26,344,email,311.62
4284,2025-11-26,441,email,315.95
4285,2025-11-26,172,social,530.44
4286,2025-11-26,107,social,437.28
4287,2025-11-26,355,email,196.77
4288,2025-11-26,398,social,410.55
4289,2025-11-26,235,organico,356.59
4290,2025-11-26,409,organico,402.73
4291,2025-11-26,321,pago,541.35
4292,2025-11-26,139,organico,413.54
4293,2025-11-26,391,email,199.72
4294,2025-11-26,331,email,134.52
4295,2025-11-26,441,social,310.66
4296,2025-11-26,352,social,64.41
4297,2025-11-26,102,pago,103.56
4298,2025-11-26,140,email,556.23
4299,2025-11-26,398,social,441.99
4300,2025-11-26,306,social,357.62
4301,2025-11-26,172,pago,514.6
4302,2025-11-26,407,organico,515.7
4303,2025-11-26,107,pago,237.7
4304,2025-11-26,190,social,451.28
4305,2025-11-26,143,social,558.4
4306,2025-11-26,266,organico,53.87
4307,2025-11-26,156,organico,162.82
4308,2025-11-26,450,pago,256.8
4309,2025-11-26,369,organico,475.18
4310,2025-11-26,397,pago,579.89
4311,2025-11-26,457,pago,469.04
4312,2025-11-26,118,pago,306.83
4313,2025-11-26,261,organico,43.3
4314,2025-11-26,334,pago,481.75
4315,2025-11-26,463,organico,493.31
4316,2025-11-26,440,pago,547.53
4317,2025-11-26,269,social,162.69
4318,2025-11-26,412,pago,292.31
4319,2025-11-26,234,social,226.02
4320,2025-11-26,259,social,327.51
4321,2025-11-26,323,pago,32.74
4322,2025-11-26,466,email,75.86
4323,2025-11-26,236,email,159.29
4324,2025-11-26,271,pago,541.41
4325,2025-11-26,361,email,152.26
4326,2025-11-26,432,email,421.37
4327,2025-11-26,498,organico,316.6
4328,2025-11-26,168,email,81.37
4329,2025-11-26,209,email,411.98
4330,2025-11-26,366,organico,328.93
4331,2025-11-26,476,email,246.78
4332,2025-11-26,255,organico,525.3
4333,2025-11-26,221,pago,268.56
4334,2025-11-26,194,organico,429.19
4335,2025-11-26,467,social,251.45
4336,2025-11-26,487,social,334.25
4337,2025-11-26,150,email,79.41
4338,2025-11-26,387,organico,123.67
4339,2025-11-26,363,social,51.73
4340,2025-11-26,417,organico,326.98
4341,2025-11-26,392,pago,220.73
4342,2025-11-26,246,email,487.25
4343,2025-11-26,220,social,437.43
4344,2025-11-26,145,email,398.68
4345,2025-11-26,211,organico,216.14
4346,2025-11-26,424,email,526.49
4347,2025-11-26,278,email,517.9
4348,2025-11-26,117,organico,81.11
4349,2025-11-26,182,organico,553.3
4350,2025-11-26,235,email,229.08
4351,2025-11-26,401,organico,165.17
4352,2025-11-26,283,organico,354.35
4353,2025-11-26,434,pago,507.23
4354,2025-11-26,267,social,33.21
4355,2025-11-26,440,email,211.39
4356,2025-11-26,227,social,169.82
4357,2025-11-26,271,email,476.02
4358,2025-11-26,369,social,321.32
4359,2025-11-26,180,organico,101.37
4360,2025-11-26,394,organico,442.63
4361,2025-11-26,329,email,160.8
4362,2025-11-26,226,email,186.68
4363,2025-11-26,235,organico,458.84
4364,2025-11-26,331,pago,479.74
4365,2025-11-26,302,pago,133.09
4366,2025-11-26,368,pago,203.13
4367,2025-11-26,370,pago,342.96
4368,2025-11-26,353,email,477.91
4369,2025-11-26,341,organico,70.19
4370,2025-11-26,463,social,53.93
4371,2025-11-26,477,organico,415.09
4372,2025-11-26,100,pago,448.41
4373,2025-11-26,407,organico,518.31
4374,2025-11-26,145,organico,51.29
4375,2025-11-26,474,email,79.04
4376,2025-11-26,274,pago,195.48
4377,2025-11-26,121,email,323.65
4378,2025-11-26,178,pago,297.62
4379,2025-11-26,355,email,143.47
4380,2025-11-26,225,social,36.42
4381,2025-11-26,316,social,380.83
4382,2025-11-26,197,social,324.68
4383,2025-11-26,142,pago,306.88
4384,2025-11-26,331,email,411.11
4385,2025-11-26,428,email,64.22
4386,2025-11-26,435,pago,59.79
4387,2025-11-26,420,pago,376.43
4388,2025-11-26,497,email,265.54
4389,2025-11-26,334,pago,249.0
4390,2025-11-26,126,pago,329.82
4391,2025-11-26,484,email,547.34
4392,2025-11-26,363,organico,142.06
4393,2025-11-26,345,organico,220.09
4394,2025-11-26,216,pago,322.04
4395,2025-11-26,109,social,116.56
4396,2025-11-26,168,social,436.9
4397,2025-11-26,416,pago,594.35
4398,2025-11-26,297,organico,207.64
4399,2025-11-26,476,email,152.39
4400,2025-11-26,153,social,38.18
4401,2025-11-26,169,organico,587.35
4402,2025-11-26,256,email,235.45
4403,2025-11-26,405,social,351.79
4404,2025-11-26,333,social,397.49
4405,2025-11-26,479,pago,323.98
4406,2025-11-26,199,organico,179.61
4407,2025-11-26,158,email,245.73
4408,2025-11-26,259,pago,470.65
4409,2025-11-26,300,organico,30.6
4410,2025-11-26,188,organico,69.13
4411,2025-11-26,185,email,90.58
4412,2025-11-26,438,pago,541.95
4413,2025-11-26,417,email,559.66
4414,2025-11-26,135,pago,217.07
4415,2025-11-26,253,social,276.25
4416,2025-11-26,404,email,435.75
4417,2025-11-26,137,email,122.98
4418,2025-11-26,100,email,472.62
4419,2025-11-26,410,social,415.26
4420,2025-11-26,276,organico,30.69
4421,2025-11-26,403,social,157.64
4422,2025-11-26,126,organico,334.77
4423,2025-11-26,298,social,525.67
4424,2025-11-26,234,social,543.5
4425,2025-11-26,472,social,33.19
4426,2025-11-26,442,email,334.27
4427,2025-11-26,321,social,295.74
4428,2025-11-26,462,pago,512.64
4429,2025-11-26,318,email,441.44
4430,2025-11-26,249,social,70.26
4431,2025-11-26,302,email,207.34
4432,2025-11-26,389,pago,208.55
4433,2025-11-26,301,organico,333.37
4434,2025-11-26,263,pago,426.12
4435,2025-11-26,290,pago,149.74
4436,2025-11-26,147,pago,218.33
4437,2025-11-26,105,organico,539.49
4438,2025-11-26,404,social,563.12
4439,2025-11-26,412,organico,561.52
4440,2025-11-26,289,pago,519.24
4441,2025-11-26,135,organico,100.74
4442,2025-11-26,237,social,497.84
4443,2025-11-26,478,pago,251.39
4444,2025-11-26,371,email,333.58
4445,2025-11-26,392,pago,349.16
4446,2025-11-26,246,social,322.09
4447,2025-11-26,240,pago,152.24
4448,2025-11-26,376,email,135.22
4449,2025-11-26,315,email,146.52
4450,2025-11-26,471,organico,142.45
4451,2025-11-26,459,organico,430.39
4452,2025-11-26,192,pago,528.86
4453,2025-11-26,411,organico,36.47
4454,2025-11-26,317,social,259.66
4455,2025-11-26,105,social,533.34
4456,2025-11-26,430,organico,145.5
4457,2025-11-26,284,pago,573.25
4458,2025-11-26,139,pago,531.91
4459,2025-11-26,113,organico,287.22
4460,2025-11-26,116,pago,535.06
4461,2025-11-26,171,email,116.41
4462,2025-11-26,164,social,315.0
4463,2025-11-26,350,pago,589.72
4464,2025-11-26,144,email,546.57
4465,2025-11-26,220,organico,147.41
4466,2025-11-26,206,email,193.05
4467,2025-11-26,158,social,512.63
4468,2025-11-26,290,social,163.3
4469,2025-11-26,172,email,515.84
4470,2025-11-26,338,email,536.58
4471,2025-11-26,334,pago,425.05
4472,2025-11-26,313,pago,87.16
4473,2025-11-26,438,pago,225.75
4474,2025-11-26,204,email,456.33
4475,2025-11-26,217,pago,398.67
4476,2025-11-26,264,organico,551.47
4477,2025-11-26,395,pago,180.81
4478,2025-11-26,213,social,368.51
4479,2025-11-26,201,organico,513.58
4480,2025-11-26,304,social,104.54
4481,2025-11-26,309,email,264.05
4482,2025-11-26,250,pago,446.44
4483,2025-11-26,440,organico,74.12
4484,2025-11-26,420,social,323.25
4485,2025-11-26,250,organico,314.3
4486,2025-11-26,443,organico,192.35
4487,2025-11-26,454,pago,566.52
4488,2025-11-26,166,email,536.28
4489,2025-11-26,282,email,79.96
4490,2025-11-26,340,organico,364.42
4491,2025-11-26,458,social,221.48
4492,2025-11-26,290,pago,357.16
4493,2025-11-26,101,social,460.0
4494,2025-11-26,159,social,571.05
4495,2025-11-26,213,pago,387.31
4496,2025-11-26,285,organico,378.67
4497,2025-11-26,446,pago,484.26
4498,2025-11-26,449,pago,217.49
4499,2025-11-26,185,email,340.69
4500,2025-11-26,329,organico,178.79
4501,2025-11-26,427,email,162.89
4502,2025-11-26,329,social,292.47
4503,2025-11-26,327,email,112.26
4504,2025-11-26,498,organico,94.73
4505,2025-11-26,322,pago,327.72
4506,2025-11-26,466,organico,367.11
4507,2025-11-26,466,pago,115.63
4508,2025-11-26,402,organico,231.34
4509,2025-11-26,455,email,157.35
4510,2025-11-26,491,social,427.86
4511,2025-11-26,148,email,449.41
4512,2025-11-26,249,pago,81.14
4513,2025-11-26,129,pago,39.27
4514,2025-11-26,140,email,183.98
4515,2025-11-26,193,social,462.15
4516,2025-11-26,161,email,153.69
4517,2025-11-26,495,social,152.19
4518,2025-11-26,406,social,589.94
4519,2025-11-26,248,social,307.75
4520,2025-11-26,402,organico,447.56
4521,2025-11-26,213,social,165.39
4522,2025-11-26,446,organico,52.68
4523,2025-11-26,343,social,422.59
4524,2025-11-26,109,email,204.3
4525,2025-11-26,260,organico,595.77
4526,2025-11-26,436,email,310.86
4527,2025-11-26,310,organico,527.17
4528,2025-11-26,275,email,62.16
4529,2025-11-26,330,social,285.64
4530,2025-11-26,372,organico,472.65
4531,2025-11-26,247,pago,181.03
4532,2025-11-26,397,social,216.59
4533,2025-11-26,451,email,466.13
4534,2025-11-26,178,pago,462.64
4535,2025-11-26,479,pago,223.62
4536,2025-11-26,448,pago,274.01
4537,2025-11-26,120,pago,73.22
4538,2025-11-26,293,social,476.07
4539,2025-11-26,322,social,359.94
4540,2025-11-26,305,social,292.31
4541,2025-11-26,491,pago,125.73
4542,2025-11-26,395,email,252.68
4543,2025-11-26,263,organico,428.47
4544,2025-11-26,415,pago,238.26
4545,2025-11-26,488,email,314.33
4546,2025-11-26,242,organico,378.8
4547,2025-11-26,229,pago,516.35
4548,2025-11-26,468,pago,327.29
4549,2025-11-26,282,email,342.03
4550,2025-11-26,185,social,441.64
4551,2025-11-26,257,pago,217.87
4552,2025-11-26,490,organico,115.43
4553,2025-11-26,435,email,194.83
4554,2025-11-26,180,organico,420.22
4555,2025-11-26,232,pago,536.56
4556,2025-11-26,405,organico,344.63
4557,2025-11-26,419,social,73.45
4558,2025-11-26,204,social,279.09
4559,2025-11-26,486,social,203.6
4560,2025-11-26,108,social,89.21
4561,2025-11-26,133,email,159.16
4562,2025-11-26,481,social,501.47
4563,2025-11-26,417,organico,112.21
4564,2025-11-26,166,pago,234.36
4565,2025-11-26,189,social,368.08
4566,2025-11-26,326,organico,576.96
4567,2025-11-26,366,email,256.93
4568,2025-11-26,265,organico,275.33
4569,2025-11-26,422,social,152.71
4570,2025-11-26,408,pago,240.1
4571,2025-11-26,290,social,251.42
4572,2025-11-26,276,social,373.47
4573,2025-11-26,438,social,561.06
4574,2025-11-26,240,organico,45.18
4575,2025-11-26,497,email,276.57
4576,2025-11-26,436,social,163.64
4577,2025-11-26,137,organico,394.67
4578,2025-11-26,165,pago,204.35
4579,2025-11-26,426,email,534.67
4580,2025-11-26,333,organico,65.3
4581,2025-11-26,201,pago,378.96
4582,2025-11-26,219,organico,597.29
4583,2025-11-26,443,pago,383.62
4584,2025-11-26,414,pago,287.83
4585,2025-11-26,340,email,158.77
4586,2025-11-26,337,social,272.46
4587,2025-11-26,154,email,499.38
4588,2025-11-26,420,email,42.97
4589,2025-11-26,104,email,267.45
4590,2025-11-26,276,pago,227.6
4591,2025-11-26,141,email,359.37
4592,2025-11-26,266,email,211.29
4593,2025-11-26,403,pago,294.8
4594,2025-11-26,229,social,323.55
4595,2025-11-26,175,pago,435.38
4596,2025-11-26,177,email,308.89
4597,2025-11-26,494,email,50.28
4598,2025-11-26,467,organico,555.76
4599,2025-11-26,435,social,281.03
4600,2025-11-26,129,pago,559.46
4601,2025-11-26,143,email,323.17
4602,2025-11-26,292,social,455.53
4603,2025-11-26,291,pago,481.03
4604,2025-11-26,441,pago,356.43
4605,2025-11-26,279,pago,191.96
4606,2025-11-26,403,organico,283.52
4607,2025-11-26,235,organico,110.63
4608,2025-11-26,258,organico,383.11
4609,2025-11-26,136,social,250.5
4610,2025-11-26,405,email,180.67
4611,2025-11-26,406,pago,513.41
4612,2025-11-26,269,email,115.58
4613,2025-11-26,183,email,44.45
4614,2025-11-26,104,social,301.41
4615,2025-11-26,322,email,202.12
4616,2025-11-26,468,pago,566.66
4617,2025-11-26,370,organico,229.68
4618,2025-11-26,411,pago,120.83
4619,2025-11-26,179,social,293.98
4620,2025-11-26,418,email,87.44
4621,2025-11-26,131,organico,201.31
4622,2025-11-26,194,social,287.88
4623,2025-11-26,245,organico,426.05
4624,2025-11-26,343,social,347.94
4625,2025-11-26,266,organico,220.4
4626,2025-11-26,491,pago,117.63
4627,2025-11-26,269,organico,386.17
4628,2025-11-26,452,social,580.42
4629,2025-11-26,158,organico,334.69
4630,2025-11-26,437,organico,252.03
4631,2025-11-26,218,email,365.5
4632,2025-11-26,434,social,407.88
4633,2025-11-26,391,organico,168.46
4634,2025-11-26,124,social,469.95
4635,2025-11-26,241,social,231.04
4636,2025-11-26,408,pago,375.36
4637,2025-11-26,129,email,178.29
4638,2025-11-26,262,email,472.9
4639,2025-11-26,428,email,186.34
4640,2025-11-26,238,social,169.7
4641,2025-11-26,203,email,326.52
4642,2025-11-26,322,pago,590.08
4643,2025-11-26,280,social,251.46
4644,2025-11-26,229,email,136.24
4645,2025-11-26,225,email,297.95
4646,2025-11-26,443,pago,504.36
4647,2025-11-26,309,social,365.26
4648,2025-11-26,345,pago,61.72
4649,2025-11-26,120,social,381.65
4650,2025-11-26,150,pago,517.06
4651,2025-11-26,462,organico,209.66
4652,2025-11-26,166,social,190.3
4653,2025-11-26,102,pago,415.47
4654,2025-11-26,362,pago,370.97
4655,2025-11-26,389,organico,49.59
4656,2025-11-26,476,social,211.62
4657,2025-11-26,218,social,289.41
4658,2025-11-26,237,pago,484.7
4659,2025-11-26,221,email,51.35
4660,2025-11-26,403,organico,165.03
4661,2025-11-26,126,organico,273.65
4662,2025-11-26,105,email,404.29
4663,2025-11-26,140,email,342.66
4664,2025-11-26,187,social,411.81
4665,2025-11-26,178,email,509.32
4666,2025-11-26,204,social,202.62
4667,2025-11-26,314,pago,58.61
4668,2025-11-26,460,email,269.72
4669,2025-11-26,415,organico,67.64
4670,2025-11-26,188,email,431.04
4671,2025-11-26,295,social,156.36
4672,2025-11-26,426,organico,87.23
4673,2025-11-26,117,email,391.03
4674,2025-11-26,476,email,431.85
4675,2025-11-26,405,social,452.0
4676,2025-11-26,322,organico,182.99
4677,2025-11-26,221,social,329.86
4678,2025-11-26,236,social,288.8
4679,2025-11-26,338,pago,335.48
4680,2025-11-26,151,email,356.58
4681,2025-11-26,231,social,350.48
4682,2025-11-26,451,social,181.58
4683,2025-11-26,245,social,244.24
4684,2025-11-26,207,organico,571.08
4685,2025-11-26,433,social,118.63
4686,2025-11-26,347,social,250.99
4687,2025-11-26,378,organico,437.98
4688,2025-11-26,486,pago,114.5
4689,2025-11-26,312,social,43.31
4690,2025-11-26,419,organico,165.65
4691,2025-11-26,263,pago,326.99
4692,2025-11-26,355,pago,431.04
4693,2025-11-26,273,email,448.19
4694,2025-11-26,398,pago,166.12
4695,2025-11-26,139,email,515.25
4696,2025-11-26,446,email,409.15
4697,2025-11-26,445,pago,577.75
4698,2025-11-26,446,pago,45.37
4699,2025-11-26,232,organico,99.42
4700,2025-11-26,363,organico,69.95
4701,2025-11-26,146,pago,351.49
4702,2025-11-26,359,email,190.49
4703,2025-11-26,227,pago,222.81
4704,2025-11-26,355,organico,53.37
4705,2025-11-26,488,organico,186.13
4706,2025-11-26,110,email,519.88
4707,2025-11-26,413,pago,99.47
4708,2025-11-26,165,social,362.87
4709,2025-11-26,347,email,379.8
4710,2025-11-26,357,social,333.09
4711,2025-11-26,162,organico,557.87
4712,2025-11-26,226,social,389.39
4713,2025-11-26,117,email,382.22
4714,2025-11-26,394,social,368.86
4715,2025-11-26,312,social,56.81
4716,2025-11-26,313,pago,384.9
4717,2025-11-26,185,organico,563.03
4718,2025-11-26,189,pago,73.96
4719,2025-11-26,433,social,328.5
4720,2025-11-26,406,email,555.44
4721,2025-11-26,156,social,461.4
4722,2025-11-26,447,organico,572.43
4723,2025-11-26,435,email,240.31
4724,2025-11-26,381,social,421.05
4725,2025-11-26,401,pago,347.69
4726,2025-11-26,485,organico,284.88
4727,2025-11-26,335,social,57.76
4728,2025-11-26,100,social,310.51
4729,2025-11-26,359,social,234.31
4730,2025-11-26,103,social,143.36
4731,2025-11-26,253,pago,451.74
4732,2025-11-26,415,pago,575.11
4733,2025-11-26,347,pago,52.07
4734,2025-11-26,251,organico,231.39
4735,2025-11-26,124,social,540.86
4736,2025-11-26,482,email,490.49
4737,2025-11-26,463,social,417.22
4738,2025-11-26,232,social,494.51
4739,2025-11-26,489,email,525.12
4740,2025-11-26,232,organico,513.46
4741,2025-11-26,491,pago,520.94
4742,2025-11-26,291,pago,458.28
4743,2025-11-26,108,pago,530.66
4744,2025-11-26,440,organico,209.23
4745,2025-11-26,479,organico,416.36
4746,2025-11-26,398,organico,136.19
4747,2025-11-26,212,social,298.2
4748,2025-11-26,156,pago,283.95
4749,2025-11-26,115,social,104.83
4750,2025-11-26,316,social,169.75
4751,2025-11-26,203,pago,275.81
4752,2025-11-26,207,pago,356.21
4753,2025-11-26,346,social,63.4
4754,2025-11-26,175,pago,75.96
